neighborhood,building_id,algorithm,distance_meters,time_minutes,time_seconds,num_traffic_signals,num_crossings,safety_penalties,total_cost,detour_factor,straight_line_distance,num_path_nodes,avg_walking_speed_kmh,signal_density_per_100m,nodes_expanded_forward,nodes_expanded_backward,edges_scanned_forward,edges_scanned_backward,expansions_total,edges_scanned_total
neighborhoodB,366375937,fastest path,1159.2754970718224,17.000001363176345,1020.0000817905807,5,0,3120.0,1020.0000817905807,1.282908929265939,903.6303907675989,61,4.0915602498112476,0.431303862854804,214,263,496,698,477,1194
neighborhoodB,366375939,shortest path,1277.9806321304716,19.76574386049384,1185.9446316296303,8,0,3830.0,1277.9806321304716,1.3668423852847427,934.9875639569376,41,3.8793803293731703,0.6259875775005692,99,169,240,442,268,682
neighborhoodB,366375939,few_traffic_lights path,1231.9445738583765,17.828068625414176,1069.6841175248505,5,0,2940.0,1531.1806008504318,1.31760530444351,934.9875639569376,58,4.146084244152689,0.40586241508741744,1214,1558,2811,3722,2772,6533
neighborhoodB,366375939,safest path,1338.1820184855571,18.521767952097,1111.3060771258201,5,0,2800.0,4138.18201848556,1.4312297511447856,934.9875639569376,62,4.334949088920156,0.37364124841989604,345,421,858,1076,766,1934
neighborhoodB,366375939,fastest path,1280.1678302791101,19.376079640106656,1162.5647784063995,7,0,3960.0,1162.5647784063995,1.3691816657553644,934.9875639569376,43,3.9641698033567643,0.5468033045693561,267,293,632,773,560,1405
neighborhoodB,366375940,shortest path,1196.8440182237664,18.833139102945502,1129.9883461767301,8,0,3830.0,1196.8440182237664,1.3773560472413306,868.9430889136422,40,3.8129937181951146,0.6684246132484986,85,154,204,407,239,611
neighborhoodB,366375940,few_traffic_lights path,1150.8079599516714,16.89546386786584,1013.7278320719504,5,0,2940.0,1502.7827859830845,1.3243766762566904,868.9430889136422,57,4.086805673825053,0.43447735625759637,1147,1528,2675,3650,2675,6325
neighborhoodB,366375940,safest path,1257.045404578852,17.589163194548668,1055.34979167292,5,0,2800.0,4057.0454045788533,1.4466372086006434,868.9430889136422,61,4.288022314677629,0.39775810657174715,332,417,827,1066,749,1893
neighborhoodB,366375940,fastest path,1199.031216372405,18.443474882558316,1106.608492953499,7,0,3960.0,1106.608492953499,1.3798731259505623,868.9430889136422,42,3.900668037907461,0.5838046503224552,198,272,466,719,470,1185
neighborhoodB,366375941,shortest path,1277.9806321304716,19.76574386049384,1185.9446316296303,8,0,3830.0,1277.9806321304716,1.3668423852847427,934.9875639569376,41,3.8793803293731703,0.6259875775005692,99,169,240,442,268,682
neighborhoodB,366375941,few_traffic_lights path,1231.9445738583765,17.828068625414176,1069.6841175248505,5,0,2940.0,1531.1806008504318,1.31760530444351,934.9875639569376,58,4.146084244152689,0.40586241508741744,1214,1558,2811,3722,2772,6533
neighborhoodB,366375941,safest path,1338.1820184855571,18.521767952097,1111.3060771258201,5,0,2800.0,4138.18201848556,1.4312297511447856,934.9875639569376,62,4.334949088920156,0.37364124841989604,345,421,858,1076,766,1934
neighborhoodB,366375941,fastest path,1280.1678302791101,19.376079640106656,1162.5647784063995,7,0,3960.0,1162.5647784063995,1.3691816657553644,934.9875639569376,43,3.9641698033567643,0.5468033045693561,267,293,632,773,560,1405
neighborhoodB,366375943,shortest path,1226.3434863951838,17.763688309745294,1065.8212985847176,5,0,2940.0,1226.3434863951838,1.5150272037547359,809.4531130239121,58,4.142192088753559,0.4077161134273577,44,307,109,801,351,910
neighborhoodB,366375943,few_traffic_lights path,1226.3434863951838,17.763688309745294,1065.8212985847176,5,0,2940.0,1529.2202202383141,1.5150272037547359,809.4531130239121,58,4.142192088753559,0.4077161134273577,1299,1620,3031,3847,2919,6878
neighborhoodB,366375943,safest path,1332.5809310223644,18.45738763642812,1107.4432581856872,5,0,2800.0,4132.580931022367,1.6462731560129271,809.4531130239121,62,4.331861985904239,0.3752117326310507,396,447,978,1136,843,2114
neighborhoodB,366375943,fastest path,1272.5548571439833,19.28686122972254,1157.2116737833524,7,0,3550.0,1157.2116737833524,1.5721168239010659,809.4531130239121,41,3.958824119653679,0.5500745182577214,182,391,434,1019,573,1453
neighborhoodB,366375944,shortest path,1303.4390250917666,20.56579350872328,1233.9476105233969,9,0,4470.0,1303.4390250917666,1.3512132534620034,964.6434578347775,47,3.8027388280609564,0.6904810909253212,172,163,417,425,335,842
neighborhoodB,366375944,few_traffic_lights path,1314.9716738936286,18.811584907520704,1128.6950944512423,5,0,3170.0,1560.2400858627698,1.3631686020503284,964.6434578347775,60,4.194133605514274,0.3802363274636183,1154,1673,2679,3998,2827,6677
neighborhoodB,366375944,safest path,1421.2091185208092,19.505284234203533,1170.317054052212,5,0,3030.0,4451.209118520811,1.4732999088708187,964.6434578347775,64,4.3717664447933915,0.35181311003717647,461,509,1152,1273,970,2425
neighborhoodB,366375944,fastest path,1257.4029668196713,18.62811827364362,1117.687096418617,6,0,3580.0,1117.687096418617,1.303489861053966,964.6434578347775,64,4.050016051053533,0.47717399738412436,281,341,668,896,622,1564
neighborhoodB,366663779,shortest path,1226.3434863951838,17.763688309745294,1065.8212985847176,5,0,2940.0,1226.3434863951838,1.5150272037547359,809.4531130239121,58,4.142192088753559,0.4077161134273577,44,307,109,801,351,910
neighborhoodB,366663779,few_traffic_lights path,1226.3434863951838,17.763688309745294,1065.8212985847176,5,0,2940.0,1529.2202202383141,1.5150272037547359,809.4531130239121,58,4.142192088753559,0.4077161134273577,1299,1620,3031,3847,2919,6878
neighborhoodB,366663779,safest path,1332.5809310223644,18.45738763642812,1107.4432581856872,5,0,2800.0,4132.580931022367,1.6462731560129271,809.4531130239121,62,4.331861985904239,0.3752117326310507,396,447,978,1136,843,2114
neighborhoodB,366663779,fastest path,1272.5548571439833,19.28686122972254,1157.2116737833524,7,0,3550.0,1157.2116737833524,1.5721168239010659,809.4531130239121,41,3.958824119653679,0.5500745182577214,182,391,434,1019,573,1453
neighborhoodB,366663780,shortest path,1036.2770235703224,15.48150169031832,928.8901014190992,5,0,2580.0,1036.2770235703224,1.2982331938105034,798.2210195448004,52,4.016188006690772,0.4824964643887713,112,94,265,257,206,522
neighborhoodB,366663780,few_traffic_lights path,1036.2770235703224,15.48150169031832,928.8901014190992,5,0,2580.0,1462.6969582496126,1.2982331938105034,798.2210195448004,52,4.016188006690772,0.4824964643887713,974,1575,2276,3755,2549,6031
neighborhoodB,366663780,safest path,1142.5144681975032,16.175201017001147,970.5120610200688,5,0,2440.0,3582.514468197504,1.4313259613847833,798.2210195448004,56,4.238022638469776,0.4376312194880375,208,386,500,995,594,1495
neighborhoodB,366663780,fastest path,1036.2770235703224,15.48150169031832,928.8901014190992,5,0,2580.0,928.8901014190992,1.2982331938105034,798.2210195448004,52,4.016188006690772,0.4824964643887713,139,233,319,616,372,935
neighborhoodB,366663782,shortest path,1271.7952286811903,18.805800518847555,1128.3480311308533,6,0,4090.0,1271.7952286811903,1.7965881855609922,707.89468555036,59,4.057668996562751,0.4717740611609152,9,451,23,1164,460,1187
neighborhoodB,366663782,few_traffic_lights path,1623.9316737811166,22.0869254273595,1325.21552564157,4,0,11880.0,1448.376085823391,2.2940300399607807,707.89468555036,92,4.411474143258133,0.2463157819125797,1140,1783,2666,4232,2923,6898
neighborhoodB,366663782,safest path,1477.6905048993797,20.187695376911027,1211.2617226146615,5,0,2890.0,4367.690504899381,2.0874439871667265,707.89468555036,64,4.391854970992192,0.3383658474776804,334,554,835,1379,888,2214
neighborhoodB,366663782,fastest path,1317.5943352594697,18.723740467407776,1123.4244280444666,5,0,4320.0,1123.4244280444666,1.8612858129244076,707.89468555036,67,4.22221512059407,0.37947946998537796,86,501,208,1280,587,1488
neighborhoodB,366663783,shortest path,1198.5280348237247,17.90126726134798,1074.0760356808787,6,0,4000.0,1198.5280348237247,1.5863163965227471,755.541604090416,58,4.017128007730134,0.5006140720673637,28,322,66,839,350,905
neighborhoodB,366663783,few_traffic_lights path,1550.6644799236508,21.18239216985992,1270.9435301915953,4,0,11790.0,1422.7325679732778,2.052387944659209,755.541604090416,91,4.392321133955964,0.25795393212314666,1288,1611,3008,3827,2899,6835
neighborhoodB,366663783,safest path,1404.4233110419138,19.283162119411447,1156.9897271646869,5,0,2800.0,4204.423311041915,1.8588298823499942,755.541604090416,63,4.369895255803965,0.3560180154152097,395,492,974,1235,887,2209
neighborhoodB,366663783,fastest path,1242.7089385351276,17.793204861069345,1067.5922916641607,5,0,4230.0,1067.5922916641607,1.6447922017890786,755.541604090416,66,4.190506257545924,0.4023468283646425,151,438,365,1123,589,1488
neighborhoodB,366663784,shortest path,1198.5280348237247,17.90126726134798,1074.0760356808787,6,0,4000.0,1198.5280348237247,1.5863163965227471,755.541604090416,58,4.017128007730134,0.5006140720673637,28,322,66,839,350,905
neighborhoodB,366663784,few_traffic_lights path,1550.6644799236508,21.18239216985992,1270.9435301915953,4,0,11790.0,1422.7325679732778,2.052387944659209,755.541604090416,91,4.392321133955964,0.25795393212314666,1288,1611,3008,3827,2899,6835
neighborhoodB,366663784,safest path,1404.4233110419138,19.283162119411447,1156.9897271646869,5,0,2800.0,4204.423311041915,1.8588298823499942,755.541604090416,63,4.369895255803965,0.3560180154152097,395,492,974,1235,887,2209
neighborhoodB,366663784,fastest path,1242.7089385351276,17.793204861069345,1067.5922916641607,5,0,4230.0,1067.5922916641607,1.6447922017890786,755.541604090416,66,4.190506257545924,0.4023468283646425,151,438,365,1123,589,1488
neighborhoodB,366663785,shortest path,1178.9578548553802,19.028988937903694,1141.7393362742216,9,0,4300.0,1178.9578548553802,1.4661859849254575,804.098434289235,37,3.7173531143539322,0.7633860670196737,100,209,250,546,309,796
neighborhoodB,366663785,few_traffic_lights path,1179.1145859666221,17.008089397260633,1020.485363835638,5,0,4050.0,1512.6901050883175,1.4663809002549226,804.098434289235,64,4.159601558149854,0.42404699759532427,1525,1531,3546,3656,3056,7202
neighborhoodB,366663785,safest path,1468.0176636104197,20.06827758322016,1204.0966549932095,5,0,2980.0,4448.017663610422,1.8256690984705641,804.098434289235,65,4.389069238820628,0.34059535685034453,342,544,851,1355,886,2206
neighborhoodB,366663785,fastest path,1179.1145859666221,17.008089397260633,1020.485363835638,5,0,4050.0,1020.485363835638,1.4663809002549226,804.098434289235,64,4.159601558149854,0.42404699759532427,212,329,507,861,541,1368
neighborhoodB,366663786,shortest path,1214.676617095121,19.469961311233828,1168.1976786740297,9,0,5080.0,1214.676617095121,1.3977971221845968,868.9935025740506,40,3.74323276049123,0.7409379478731839,113,179,280,466,292,746
neighborhoodB,366663786,few_traffic_lights path,1212.821462534429,17.424223675875528,1045.4534205525317,5,0,4420.0,1524.4875118870495,1.3956622908478875,868.9935025740506,65,4.176328834254892,0.4122618336215387,1560,1472,3613,3526,3032,7139
neighborhoodB,366663786,safest path,1423.411106775089,19.501412645080126,1170.0847587048077,5,0,2800.0,4223.411106775091,1.6379997118031318,868.9935025740506,63,4.379409223364722,0.351268862256394,456,461,1117,1169,917,2286
neighborhoodB,366663786,fastest path,1212.821462534429,17.424223675875528,1045.4534205525317,5,0,4420.0,1045.4534205525317,1.3956622908478875,868.9935025740506,65,4.176328834254892,0.4122618336215387,232,303,554,802,535,1356
neighborhoodB,366663787,shortest path,1156.170512883597,17.37833489171677,1042.7000935030062,6,0,3910.0,1156.170512883597,1.4730227818298993,784.8965590656481,57,3.9917651032309505,0.5189545947712714,63,267,166,683,330,849
neighborhoodB,366663787,few_traffic_lights path,1508.3069579835226,20.659459800228714,1239.5675880137228,4,0,11700.0,1407.9074352942332,1.921663358773075,784.8965590656481,90,4.380483243710442,0.26519800752942607,1430,1556,3327,3711,2986,7038
neighborhoodB,366663787,safest path,1446.7808329820418,19.806094489042657,1188.3656693425594,5,0,2890.0,4336.780832982044,1.8432758001950091,784.8965590656481,64,4.382835294810229,0.3455948465735627,386,516,953,1291,902,2244
neighborhoodB,366663787,fastest path,1200.351416595,17.27027249143813,1036.216349486288,5,0,4140.0,1036.216349486288,1.5293116051163673,784.8965590656481,65,4.17023443210899,0.4165446827382723,199,373,479,967,572,1446
neighborhoodB,368168557,shortest path,1450.5121429126339,22.4815110126846,1348.8906607610759,9,1,5360.0,1450.5121429126339,1.3432709190293959,1079.8358859437878,41,3.8712134840782384,0.6204705037441441,141,189,347,506,330,853
neighborhoodB,368168557,few_traffic_lights path,1739.283201486219,22.79573226231962,1367.7439357391772,2,2,11100.0,1288.7491205201766,1.6106921654729667,1079.8358859437878,91,4.5779179579886025,0.11498989918898764,972,890,2321,2175,1862,4496
neighborhoodB,368168557,safest path,1961.6021320574503,25.07141439139565,1504.284863483739,3,2,3660.0,5621.602132057448,1.816574312440996,1079.8358859437878,66,4.6944351078908255,0.15293621224062465,220,840,542,2090,1060,2632
neighborhoodB,368168557,fastest path,1438.5203087104187,19.531574025724446,1171.8944415434667,3,2,4460.0,1171.8944415434667,1.3321656813184504,1079.8358859437878,63,4.419061075617727,0.20854762924337103,267,310,650,813,577,1463
neighborhoodB,368168558,shortest path,1427.8331892369647,22.201523930268934,1332.091435816136,9,1,5130.0,1427.8331892369647,1.3446980485528102,1061.824393047663,40,3.8587437341369983,0.630325731874156,141,170,347,463,311,810
neighborhoodB,368168558,few_traffic_lights path,1716.6042478105499,22.515745179903956,1350.9447107942374,2,2,10870.0,1280.8114867336924,1.616655502595423,1061.824393047663,90,4.574410220300439,0.11650909069757392,972,886,2321,2166,1858,4487
neighborhoodB,368168558,safest path,1937.5558777334106,24.775711209573423,1486.5426725744053,3,2,3430.0,5367.555877733407,1.8247422930002681,1061.824393047663,66,4.692230696452578,0.15483424423916262,262,722,657,1803,984,2460
neighborhoodB,368168558,fastest path,1415.8413550347498,19.251586943308773,1155.0952165985263,3,2,4230.0,1155.0952165985263,1.3334044351448568,1061.824393047663,62,4.412648243089955,0.21188814617767465,278,311,675,815,589,1490
neighborhoodB,368168559,shortest path,1558.0642456051824,22.439985912970915,1346.3991547782548,6,1,5340.0,1558.0642456051824,1.3030953024607301,1195.6640797207815,62,4.165949795996742,0.3850932345648869,143,222,348,591,365,939
neighborhoodB,368168559,few_traffic_lights path,1890.8594767789289,24.66704430297036,1480.0226581782217,2,2,11560.0,1341.8008168726253,1.5814303606247782,1195.6640797207815,93,4.599317502870585,0.10577200604071285,973,924,2325,2247,1897,4572
neighborhoodB,368168559,safest path,2111.81110670179,26.92701033263983,1615.6206199583899,3,2,4120.0,6231.811106701786,1.7662244291849534,1195.6640797207815,69,4.705634410832319,0.14205815995945661,73,1034,184,2597,1107,2781
neighborhoodB,368168559,fastest path,1590.0965840031286,21.40288606637517,1284.1731639825102,3,2,4920.0,1284.1731639825102,1.3298857187166293,1195.6640797207815,65,4.457613554747376,0.18866778472332704,245,358,590,926,603,1516
neighborhoodB,368168560,shortest path,1931.729781042611,26.171435878599603,1570.2861527159762,5,0,7890.0,1931.729781042611,1.4278721396982912,1352.8730810944912,85,4.428636907817933,0.258835373822386,297,400,730,1016,697,1746
neighborhoodB,368168560,few_traffic_lights path,1896.4339120351865,25.098209817710668,1505.8925890626401,3,2,6660.0,1563.751869212315,1.4017825755694302,1352.8730810944912,86,4.5336315039416695,0.15819164490580667,2228,982,5045,2387,3210,7432
neighborhoodB,368168560,safest path,2479.7015433955467,31.850141543376317,1911.008492602579,5,0,3660.0,6139.701543395543,1.8329151330215228,1352.8730810944912,89,4.671316527780835,0.2016371693326172,532,871,1271,2177,1403,3448
neighborhoodB,368168560,fastest path,1896.4339120351865,25.098209817710668,1505.8925890626401,3,2,6660.0,1505.8925890626401,1.4017825755694302,1352.8730810944912,86,4.5336315039416695,0.15819164490580667,647,486,1546,1234,1133,2780
neighborhoodB,368168561,shortest path,1386.006177317283,21.585141067062985,1295.108464023779,9,0,3980.0,1386.006177317283,1.350517171274652,1026.278085756685,35,3.852667461410866,0.6493477552473946,132,160,327,435,292,762
neighborhoodB,368168561,few_traffic_lights path,1715.997776803478,22.508257883520354,1350.4954730112213,2,2,11100.0,1280.5992218812175,1.6720592601743571,1026.278085756685,91,4.574315219819468,0.11655026754903815,1423,915,3339,2228,2338,5567
neighborhoodB,368168561,safest path,1448.2194493443026,20.36600325338139,1221.9601952028834,6,0,3360.0,4808.219449344301,1.4111374582031693,1026.278085756685,58,4.266579253650624,0.41430185202363956,228,545,571,1358,773,1929
neighborhoodB,368168561,fastest path,1415.2348840276782,19.244099646925175,1154.6459788155105,3,2,4460.0,1154.6459788155105,1.3789974702462944,1026.278085756685,63,4.4124741920689585,0.2119789466651762,255,335,614,872,590,1486
neighborhoodB,368168562,shortest path,1167.2203121046557,18.467414336042896,1108.0448601625737,8,0,5310.0,1167.2203121046557,1.379757192115037,845.9606652351764,40,3.7922590272746164,0.6853890321335242,149,146,360,387,295,747
neighborhoodB,368168562,few_traffic_lights path,1453.0079962711332,19.070806237800596,1144.2483742680358,2,0,9720.0,948.5527986948966,1.717583400721354,845.9606652351764,84,4.571410284871226,0.1376454916375283,750,718,1865,1778,1468,3643
neighborhoodB,368168562,safest path,1673.9596261939944,21.330772267470063,1279.8463360482037,3,0,2280.0,3953.9596261939964,1.9787676838717259,845.9606652351764,60,4.708576713127699,0.17921579188985357,406,402,1017,1031,808,2048
neighborhoodB,368168562,fastest path,1152.245103495334,15.806648001205414,948.3988800723248,3,0,3080.0,948.3988800723248,1.3620551768503453,845.9606652351764,56,4.37377400979941,0.2603612713041265,215,196,524,532,411,1056
neighborhoodB,368168564,shortest path,1230.0504801259253,16.831852148389675,1009.9111289033806,3,0,3350.0,1230.0504801259253,1.338128182265363,919.2321755330873,58,4.384724162077217,0.24389242949548526,138,187,335,495,325,830
neighborhoodB,368168564,few_traffic_lights path,1516.0922368797794,19.743307762651252,1184.5984657590752,2,0,7000.0,970.6322829079228,1.6493028390793185,919.2321755330873,79,4.607411043091158,0.13191809517580114,910,709,2252,1758,1619,4010
neighborhoodB,368168564,safest path,1535.0504493924445,19.801385076748943,1188.0831046049366,3,0,2460.0,3995.050449392446,1.6699268044030635,919.2321755330873,58,4.651342651363076,0.19543331629181088,422,395,1058,1017,817,2075
neighborhoodB,368168564,fastest path,1230.0504801259253,16.831852148389675,1009.9111289033806,3,0,3350.0,1009.9111289033806,1.338128182265363,919.2321755330873,58,4.384724162077217,0.24389242949548526,265,215,640,586,480,1226
neighborhoodB,368168567,shortest path,1951.6291744430152,26.417107402061383,1585.026444123683,5,0,8070.0,1951.6291744430152,1.4513153748104985,1344.7312750323779,86,4.432648460877421,0.256196211118179,236,400,574,1015,636,1589
neighborhoodB,368168567,few_traffic_lights path,1916.3333054355903,25.343881341172448,1520.632880470347,3,2,6840.0,1570.7166569024566,1.4250678488826325,1344.7312750323779,87,4.536795164809443,0.15654896731641826,2179,980,4934,2383,3159,7317
neighborhoodB,368168567,safest path,2499.6009367959505,32.0958130668381,1925.7487840102858,5,0,3840.0,6339.600936795946,1.8588107402616676,1344.7312750323779,90,4.672760770865613,0.20003193015318363,487,968,1165,2433,1455,3598
neighborhoodB,368168567,fastest path,2019.2112858043358,26.70474988297792,1602.2849929786753,3,2,8020.0,1602.2849929786753,1.5015723388717335,1344.7312750323779,80,4.5367463720558945,0.14857286214131749,626,519,1498,1314,1145,2812
neighborhoodB,368168568,shortest path,1450.5121429126339,22.4815110126846,1348.8906607610759,9,1,5360.0,1450.5121429126339,1.3432709190293959,1079.8358859437878,41,3.8712134840782384,0.6204705037441441,141,189,347,506,330,853
neighborhoodB,368168568,few_traffic_lights path,1739.283201486219,22.79573226231962,1367.7439357391772,2,2,11100.0,1288.7491205201766,1.6106921654729667,1079.8358859437878,91,4.5779179579886025,0.11498989918898764,972,890,2321,2175,1862,4496
neighborhoodB,368168568,safest path,1961.6021320574503,25.07141439139565,1504.284863483739,3,2,3660.0,5621.602132057448,1.816574312440996,1079.8358859437878,66,4.6944351078908255,0.15293621224062465,220,840,542,2090,1060,2632
neighborhoodB,368168568,fastest path,1438.5203087104187,19.531574025724446,1171.8944415434667,3,2,4460.0,1171.8944415434667,1.3321656813184504,1079.8358859437878,63,4.419061075617727,0.20854762924337103,267,310,650,813,577,1463
neighborhoodB,368168569,shortest path,1518.6277324059572,21.85311537964714,1311.1869227788284,6,0,4990.0,1518.6277324059572,1.300108255116811,1168.0779092272687,62,4.169550307194173,0.39509353556280835,139,219,343,581,358,924
neighborhoodB,368168569,few_traffic_lights path,1877.1081854416755,24.49727527411538,1469.8365164469228,2,2,12130.0,1336.9878649045866,1.6070059801776915,1168.0779092272687,97,4.597510942186512,0.10654686903564957,1511,928,3539,2254,2439,5793
neighborhoodB,368168569,safest path,1627.5922922415111,22.580482795322226,1354.8289677193336,6,0,4260.0,5887.592292241509,1.3933936078957525,1168.0779092272687,63,4.324776330943686,0.36864268948686363,421,781,1009,1942,1202,2951
neighborhoodB,368168569,fastest path,1576.3452926658747,21.233117037520188,1273.9870222512113,3,2,5490.0,1273.9870222512113,1.34952067855533,1168.0779092272687,69,4.454396280716708,0.1903136333110417,254,369,617,952,623,1569
neighborhoodB,368168571,shortest path,1167.2203121046557,18.467414336042896,1108.0448601625737,8,0,5310.0,1167.2203121046557,1.379757192115037,845.9606652351764,40,3.7922590272746164,0.6853890321335242,149,146,360,387,295,747
neighborhoodB,368168571,few_traffic_lights path,1453.0079962711332,19.070806237800596,1144.2483742680358,2,0,9720.0,948.5527986948966,1.717583400721354,845.9606652351764,84,4.571410284871226,0.1376454916375283,750,718,1865,1778,1468,3643
neighborhoodB,368168571,safest path,1673.9596261939944,21.330772267470063,1279.8463360482037,3,0,2280.0,3953.9596261939964,1.9787676838717259,845.9606652351764,60,4.708576713127699,0.17921579188985357,406,402,1017,1031,808,2048
neighborhoodB,368168571,fastest path,1152.245103495334,15.806648001205414,948.3988800723248,3,0,3080.0,948.3988800723248,1.3620551768503453,845.9606652351764,56,4.37377400979941,0.2603612713041265,215,196,524,532,411,1056
neighborhoodB,368169390,shortest path,1818.057675857508,25.501705301405217,1530.102318084313,6,0,5940.0,1818.057675857508,1.3351245331458934,1361.7139305902058,79,4.277496710992095,0.33002253337040205,317,372,782,947,689,1729
neighborhoodB,368169390,few_traffic_lights path,1882.6023680373528,24.92745001526828,1495.6470009160969,3,2,6480.0,1558.9108288130733,1.3825241306163174,1361.7139305902058,85,4.531395791107977,0.15935388433233272,2255,981,5111,2385,3236,7496
neighborhoodB,368169390,safest path,2465.869999397713,31.679381740933927,1900.7629044560356,5,0,3480.0,5945.86999939771,1.8108575846976422,1361.7139305902058,88,4.670299476605287,0.2027681913978128,629,810,1513,2021,1439,3534
neighborhoodB,368169390,fastest path,1882.6023680373528,24.92745001526828,1495.6470009160969,3,2,6480.0,1495.6470009160969,1.3825241306163174,1361.7139305902058,85,4.531395791107977,0.15935388433233272,770,481,1828,1223,1251,3051
neighborhoodB,368169391,shortest path,1906.5752597859505,27.0592576929804,1623.555461578824,7,0,6580.0,1906.5752597859505,1.3083577952029073,1457.2277298888782,87,4.2275555702635845,0.36715046857294703,425,337,986,871,762,1857
neighborhoodB,368169391,few_traffic_lights path,1964.0566298193494,25.981134232195977,1558.8680539317586,3,2,6890.0,1587.4198204367722,1.3478034966910215,1457.2277298888782,95,4.53572953112758,0.15274508659538674,2357,987,5328,2398,3344,7726
neighborhoodB,368169391,safest path,2334.813239753953,30.17365449787715,1810.419269872629,5,0,3480.0,5814.81323975395,1.6022294881336052,1457.2277298888782,85,4.642751987336935,0.21414989065793158,586,635,1408,1579,1221,2987
neighborhoodB,368169391,fastest path,1964.0566298193494,25.981134232195977,1558.8680539317586,3,2,6890.0,1558.8680539317586,1.3478034966910215,1457.2277298888782,95,4.53572953112758,0.15274508659538674,899,467,2060,1189,1366,3249
neighborhoodB,368169392,shortest path,1900.8786641668303,27.317677687083094,1639.0606612249856,8,0,12220.0,1900.8786641668303,1.3756167486753703,1381.837394752029,90,4.175051816499709,0.4208580037646149,344,310,837,801,654,1638
neighborhoodB,368169392,few_traffic_lights path,1907.5217869900807,25.235097162832822,1514.1058297699694,3,2,6570.0,1567.632625446528,1.3804242049278062,1381.837394752029,86,4.535401884165238,0.15727212241878316,2273,982,5148,2387,3255,7535
neighborhoodB,368169392,safest path,2490.789418350441,31.987028888498468,1919.2217333099081,5,0,3570.0,6060.789418350438,1.8025199113947945,1381.837394752029,89,4.672123991946092,0.2007395712846459,642,816,1543,2037,1458,3580
neighborhoodB,368169392,fastest path,1892.0717284152545,25.63194867552418,1537.9169205314506,5,0,6930.0,1537.9169205314506,1.369243396944535,1381.837394752029,82,4.429015723385834,0.2642605946122274,947,479,2226,1219,1426,3445
neighborhoodB,368169393,shortest path,1763.5324732725417,24.876630698987697,1492.5978419392618,6,0,6300.0,1763.5324732725417,1.31153695722177,1344.6304075244925,82,4.253467829976601,0.34022622724184687,170,305,422,791,475,1213
neighborhoodB,368169393,few_traffic_lights path,2128.840058228187,27.566533649445955,1653.9920189667573,2,2,13480.0,1425.0940203798655,1.5832157642094749,1344.6304075244925,116,4.633531553803407,0.09394787514777322,2255,959,5113,2330,3214,7443
neighborhoodB,368169393,safest path,2231.062893830956,28.879099087550788,1732.7459452530472,5,0,3120.0,5351.062893830954,1.6592387628198992,1344.6304075244925,82,4.635316815944698,0.2241084289387515,659,562,1584,1395,1221,2979
neighborhoodB,368169393,fastest path,1828.0771654523865,24.302375412850758,1458.1425247710454,3,2,6840.0,1458.1425247710454,1.3595387663573182,1344.6304075244925,88,4.5133295846110375,0.16410685810725079,459,430,1085,1096,889,2181
neighborhoodB,368169394,shortest path,1818.057675857508,25.501705301405217,1530.102318084313,6,0,5940.0,1818.057675857508,1.3351245331458934,1361.7139305902058,79,4.277496710992095,0.33002253337040205,317,372,782,947,689,1729
neighborhoodB,368169394,few_traffic_lights path,1882.6023680373528,24.92745001526828,1495.6470009160969,3,2,6480.0,1558.9108288130733,1.3825241306163174,1361.7139305902058,85,4.531395791107977,0.15935388433233272,2255,981,5111,2385,3236,7496
neighborhoodB,368169394,safest path,2465.869999397713,31.679381740933927,1900.7629044560356,5,0,3480.0,5945.86999939771,1.8108575846976422,1361.7139305902058,88,4.670299476605287,0.2027681913978128,629,810,1513,2021,1439,3534
neighborhoodB,368169394,fastest path,1882.6023680373528,24.92745001526828,1495.6470009160969,3,2,6480.0,1495.6470009160969,1.3825241306163174,1361.7139305902058,85,4.531395791107977,0.15935388433233272,770,481,1828,1223,1251,3051
neighborhoodB,368172783,shortest path,1969.1115226834831,27.719453814473596,1663.1672288684158,7,0,15130.0,1969.1115226834831,1.3365263376239975,1473.305439071302,109,4.262230134538913,0.355490276673638,391,357,948,925,748,1873
neighborhoodB,368172783,few_traffic_lights path,2068.1468850702995,27.08374005213409,1625.0244031280454,3,2,5940.0,1623.8514097746047,1.4037461820367374,1473.305439071302,88,4.581671987153793,0.14505739518100164,2153,1113,4878,2684,3266,7562
neighborhoodB,368172783,safest path,2271.25430891116,29.404763302051876,1764.2857981231125,5,0,3210.0,5481.254308911158,1.5416045096140043,1473.305439071302,108,4.634462013341908,0.22014267536588633,707,565,1694,1405,1272,3099
neighborhoodB,368172783,fastest path,1965.4923353336076,27.112200406473903,1626.7320243884342,6,0,13190.0,1626.7320243884342,1.3340698291133408,1473.305439071302,108,4.349685320703701,0.3052670260849227,721,516,1719,1313,1237,3032
neighborhoodB,368172786,shortest path,2047.7486621923563,28.66424601900624,1719.8547611403744,7,0,15490.0,2047.7486621923563,1.30528718790946,1568.810818921787,113,4.286347516347509,0.34183882667053855,461,345,1114,893,806,2007
neighborhoodB,368172786,few_traffic_lights path,2160.0769628335743,28.194195993628696,1691.6517596177218,3,2,6300.0,1656.0269369917505,1.376888109630805,1568.810818921787,93,4.59685453698706,0.13888394032334017,2186,1112,4950,2683,3298,7633
